ChangedFiles,UpdatedAt,PublishedAt,ClosedAt,PullRequestsCount,ParticipantsCount,State,RepositoryId,RepositoryName,PrimaryLanguage,Title,LastEditedAt,Author,MergedAt,CommitsCount,OwnerName,ObjectId,Deletions,Additions,ReviewsCount,StargazersCount,CreatedAt
1,2022-10-04T12:04:11Z,2022-08-11T11:01:17Z,2022-08-11T11:10:39Z,4196,1,MERGED,MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc,TypeScript,build(deps): bump @changesets/cli from 2.22.0 to 2.24.2,None,dependabot,2022-08-11T11:10:39Z,2,trpc,ad70bd92-08b0-43aa-8842-970725833e29,104,267,2,34912,2022-08-11T11:01:17Z
2,2022-09-06T00:03:03Z,2021-09-05T01:07:30Z,2021-09-05T08:50:40Z,9804,1,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps-dev): Bump core-js from 3.16.3 to 3.17.2,None,dependabot,2021-09-05T08:50:40Z,1,prettier,77a4b4fa-0612-4aa3-8715-7ca970b0bbad,5,5,0,49376,2021-09-05T01:07:30Z
1,2024-09-16T13:44:01Z,2024-09-16T07:31:29Z,2024-09-16T13:43:59Z,835,1,MERGED,R_kgDOK_txHA,maybe,Ruby,Bump pagy from 9.0.8 to 9.0.9,None,dependabot,2024-09-16T13:43:59Z,1,maybe-finance,ef31c235-c255-4f91-acb9-ec12f074ac32,1,1,0,33271,2024-09-16T07:31:29Z
1,2023-12-19T01:59:48Z,2023-12-18T08:50:57Z,2023-12-19T01:59:39Z,7537,1,MERGED,MDEwOlJlcG9zaXRvcnk0NzEwOTIw,dubbo,Java,Bump netty4_version from 4.1.101.Final to 4.1.104.Final,None,dependabot,2023-12-19T01:59:39Z,1,apache,517350a1-f5ce-4e6c-a258-f2d8d04e55c7,1,1,0,40493,2023-12-18T08:50:57Z
1,2022-06-13T03:44:06Z,2022-06-13T00:01:45Z,2022-06-13T03:43:55Z,2483,1,CLOSED,MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=,hoppscotch,TypeScript,chore(deps): bump insomnia-importers from 2.8.0 to 3.1.0,None,dependabot,None,1,hoppscotch,66ca91b2-f6ae-4861-948f-860858ff78a2,1,1,0,65235,2022-06-13T00:01:45Z
2,2022-10-11T04:16:57Z,2022-10-04T04:14:04Z,2022-10-11T04:16:56Z,3976,0,CLOSED,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,TypeScript,Bump @vaadin/vaadin-context-menu from 5.0.0 to 23.2.3 in /tabby-web,None,dependabot,None,1,Eugeny,702c40a7-6a9c-4f62-9990-641177a3466d,86,139,0,59172,2022-10-04T04:14:04Z
6,2021-07-01T00:01:23Z,2020-06-29T05:06:29Z,2020-06-30T10:36:35Z,9804,4,MERGED,MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==,prettier,JavaScript,Build(deps): Bump flow-parser from 0.127.0 to 0.128.0,None,dependabot,2020-06-30T10:36:35Z,2,prettier,80d3065c-d032-42f1-b133-f262a3e5c42a,8,14,3,49376,2020-06-29T05:06:29Z
2,2023-07-13T07:07:15Z,2023-07-13T00:17:32Z,2023-07-13T07:07:03Z,8333,2,CLOSED,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,TypeScript,chore(deps-dev): bump lerna from 2.11.0 to 7.1.3,None,dependabot,None,1,nestjs,8f99f476-9484-4904-a3ce-a1c130153756,14202,19201,0,67599,2023-07-13T00:17:32Z
2,2024-10-31T07:46:25Z,2024-09-24T04:28:57Z,2024-10-31T07:46:24Z,2661,1,MERGED,MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,AdminLTE,Astro,chore(deps-dev): bump rollup from 4.21.2 to 4.22.4,2024-10-31T07:43:18Z,dependabot,2024-10-31T07:46:23Z,1,ColorlibHQ,fc873c75-70d3-41e0-8f59-669bef4a80b9,69,69,0,44041,2024-09-24T04:28:57Z
1,2022-06-03T22:28:22Z,2022-05-30T12:01:40Z,2022-06-03T22:28:21Z,5310,3,MERGED,MDEwOlJlcG9zaXRvcnkxNjEwMTIwMTk=,jellyfin,C#,Bump PlaylistsNET from 1.1.3 to 1.2.1,None,dependabot,2022-06-03T22:28:21Z,1,jellyfin,d995fdba-e407-426a-976b-c1510027f73b,1,1,3,34790,2022-05-30T12:01:40Z
1,2024-10-23T17:30:33Z,2024-10-22T18:17:38Z,2024-10-23T17:30:22Z,174,1,CLOSED,MDEwOlJlcG9zaXRvcnk2NzUwODQyOA==,drawio,JavaScript,Bump mermaid from 10.0.2 to 10.9.3 in /etc/dependencies,None,dependabot,None,1,jgraph,5dbc6a88-b179-40e7-8904-e575c198fb4e,1,1,0,41245,2024-10-22T18:17:38Z
1,2020-08-05T04:02:05Z,2020-08-05T03:03:27Z,2020-08-05T04:02:01Z,1747,1,MERGED,MDEwOlJlcG9zaXRvcnk0ODY1NTA=,html5-boilerplate,JavaScript,Bump @babel/core from 7.11.0 to 7.11.1,None,dependabot,2020-08-05T04:02:01Z,1,h5bp,b2eb2911-105f-4ca6-b98d-16cd2e61408f,10,10,0,56549,2020-08-05T03:03:27Z
1,2022-10-13T00:09:17Z,2021-04-19T09:15:13Z,2021-04-19T09:18:52Z,4196,0,MERGED,MDEwOlJlcG9zaXRvcnkyODA1NTcwNTQ=,trpc,TypeScript,Bump @testing-library/user-event from 13.1.3 to 13.1.4,None,dependabot,2021-04-19T09:18:52Z,1,trpc,eced8727-1eda-4558-92ac-dcc9827512c8,3,3,1,34912,2021-04-19T09:15:13Z
1,2023-06-26T22:57:28Z,2023-05-22T22:56:57Z,2023-06-26T22:56:53Z,2107,0,CLOSED,MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,java-design-patterns,Java,build(deps): bump spring-boot-dependencies from 2.7.5 to 3.1.0,None,dependabot,None,1,iluwatar,99bdb120-72d2-4794-a8fd-2cde95e65df5,1,1,0,89875,2023-05-22T22:56:57Z
1,2023-07-25T14:23:12Z,2023-07-24T19:47:55Z,2023-07-25T14:22:36Z,6487,1,CLOSED,MDEwOlJlcG9zaXRvcnk2Mjk2Nzkw,spring-boot,Java,Upgrade to gradle/gradle-build-action 2.7.0,None,dependabot,None,1,spring-projects,e5f6409b-a7e6-485b-b8d6-0027b35eb5a2,1,1,0,75099,2023-07-24T19:47:55Z
2,2022-03-08T17:26:42Z,2022-03-07T11:07:14Z,2022-03-08T17:21:11Z,4137,1,MERGED,MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,hyper,TypeScript,Bump webpack from 5.69.1 to 5.70.0,2022-03-08T17:26:42Z,dependabot,2022-03-08T17:21:11Z,1,vercel,f11f8b9b-2901-4d51-9936-9e7785a7ead6,10,10,0,43341,2022-03-07T11:07:14Z
2,2022-12-04T02:02:26Z,2021-12-03T16:13:26Z,2021-12-03T17:16:51Z,5392,1,MERGED,MDEwOlJlcG9zaXRvcnkxMTE4MDY4Nw==,hugo,Go,build(deps): bump github.com/mitchellh/mapstructure from 1.4.2 to 1.4.3,None,dependabot,2021-12-03T17:16:51Z,1,gohugoio,66810286-7598-4ce5-a5f3-8ca28a0f92e3,15,52,0,75666,2021-12-03T16:13:26Z
2,2023-05-17T08:59:57Z,2023-04-17T17:09:41Z,2023-05-17T08:59:54Z,861,0,CLOSED,MDEwOlJlcG9zaXRvcnk1MjYzMTg0MQ==,realworld,TypeScript,chore(deps-dev): bump typescript from 4.9.5 to 5.0.4,2023-05-17T08:59:53Z,dependabot,None,1,gothinkster,a9b53a6d-4840-46a4-b4d2-1089b943c3f6,6,6,0,80560,2023-04-17T17:09:41Z
1,2022-05-11T09:00:54Z,2022-05-11T08:54:44Z,2022-05-11T08:59:52Z,2903,1,MERGED,MDEwOlJlcG9zaXRvcnkzNjU3Mzk4MTI=,tldraw,TypeScript,Bump plist from 3.0.4 to 3.0.5,None,dependabot,2022-05-11T08:59:52Z,1,tldraw,0b2ba5b3-7b38-41f2-95ee-aa8036f14835,3,3,0,35720,2022-05-11T08:54:44Z
4,2024-08-12T09:09:28Z,2024-08-11T20:13:26Z,2024-08-12T09:09:27Z,2052,5,MERGED,MDEwOlJlcG9zaXRvcnk0MDI4NjAxNzU=,fuels-ts,TypeScript,build(deps): bump type-fest from 4.19.0 to 4.24.0,None,dependabot,2024-08-12T09:09:27Z,5,FuelLabs,e8cfb52a-6687-4b2d-91db-c0403d4312a7,9,16,6,44054,2024-08-11T20:13:26Z
1,2023-07-26T10:26:13Z,2023-07-09T23:24:16Z,2023-07-26T10:26:11Z,4734,0,CLOSED,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,TypeScript,build(deps): bump tough-cookie from 4.1.2 to 4.1.3,2023-07-26T10:26:10Z,dependabot,None,1,excalidraw,a5857660-58fb-42db-b13b-3160bad9be19,3,3,0,83917,2023-07-09T23:24:16Z
2,2023-11-01T17:37:02Z,2023-11-01T17:19:55Z,2023-11-01T17:36:59Z,717,1,MERGED,MDEwOlJlcG9zaXRvcnk5MDc5MzQxOA==,fd,Rust,build(deps): bump regex-syntax from 0.7.5 to 0.8.2,None,dependabot,2023-11-01T17:36:59Z,1,sharkdp,539cf1cf-7e28-4ef0-9cbf-3c20261060d7,10,4,0,34007,2023-11-01T17:19:55Z
2,2022-09-13T18:12:16Z,2022-09-12T07:03:18Z,2022-09-13T18:12:12Z,2684,1,MERGED,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,TypeScript,chore(deps-dev): bump eslint from 8.23.0 to 8.23.1,None,dependabot,2022-09-13T18:12:12Z,1,mermaid-js,70486e8d-ff0c-462c-a5ca-11eaeec266d2,11,16,0,71938,2022-09-12T07:03:18Z
1,2024-04-04T18:49:25Z,2024-04-04T17:20:46Z,2024-04-04T18:49:21Z,2364,1,MERGED,MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=,github-readme-stats,JavaScript,build(deps-dev): bump undici from 5.28.3 to 5.28.4,None,dependabot,2024-04-04T18:49:21Z,1,anuraghazra,8c0faa4a-da49-4756-8606-693fcef1e981,6,6,1,69361,2024-04-04T17:20:46Z
3,2023-07-21T01:54:33Z,2023-03-16T03:56:44Z,2023-07-21T01:54:12Z,623,0,CLOSED,MDEwOlJlcG9zaXRvcnk0MTkxMjc5MQ==,v2ray-core,Go,Bump actions/setup-go from 2 to 4,None,dependabot,None,1,v2ray,7075217c-704f-4b63-a7c7-59dc3fe2aaa4,3,3,0,45422,2023-03-16T03:56:44Z
2,2024-08-14T00:19:23Z,2023-08-14T10:11:11Z,2023-08-14T14:39:35Z,2316,1,MERGED,MDEwOlJlcG9zaXRvcnkxNjc1MjYyMA==,gogs,Go,mod: bump github.com/gogs/git-module from 1.8.2 to 1.8.3,None,dependabot,2023-08-14T14:39:35Z,1,gogs,203418a7-1762-4a8b-b408-d81f7d513a48,6,5,1,45045,2023-08-14T10:11:11Z
1,2024-06-26T07:23:00Z,2024-06-26T07:22:15Z,2024-06-26T07:22:53Z,387,1,MERGED,R_kgDOJxbR3A,generative-ai-for-beginners,Jupyter Notebook,Bump braces from 3.0.2 to 3.0.3 in /06-text-generation-apps/typescript/recipe-app,None,dependabot,2024-06-26T07:22:52Z,1,microsoft,6708c27e-a29c-48a1-83e8-504f05500284,348,17,0,64707,2024-06-26T07:22:15Z
1,2024-03-19T01:39:09Z,2024-03-18T08:00:51Z,2024-03-19T01:39:02Z,7537,2,MERGED,MDEwOlJlcG9zaXRvcnk0NzEwOTIw,dubbo,Java,Bump org.aspectj:aspectjweaver from 1.9.21.1 to 1.9.21.2,None,dependabot,2024-03-19T01:39:02Z,1,apache,16001af9-0592-4fab-a605-c1967db74caa,1,1,0,40493,2024-03-18T08:00:51Z
